"id","slug","title","status","link","categories","is_tarot","cjk_run_count","cjk_char_count","cjk_classification","product_level","has_any_commerce_entry","specific_product_links","category_links","shop_links","product_shortcodes","woo_block_count"
"40488","crystals-for-anxiety","7 Best Crystals for Anxiety: A Complete Guide","publish","https://goearthward.com/crystals-for-anxiety/","Crystals For Condition","false","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"40530","crystals-for-sleep","8 Best Crystals for Sleep: A Complete Guide","publish","https://goearthward.com/crystals-for-sleep/","Crystals For Condition","false","0","0","none","specific_product","true","","","","[products ids=""24662,23868,19039,23231,24174,24599"" columns=""3""]","0"
"40592","crystals-for-love","7 Best Crystals for Love: A Complete Guide","publish","https://goearthward.com/crystals-for-love/","Crystals For Condition","false","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"40637","crystals-for-protection","7 Best Crystals for Protection: A Complete Guide","publish","https://goearthward.com/crystals-for-protection/","Crystals For Condition","false","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"40698","crystals-for-stress","7 Best Crystals for Stress: A Complete Guide","publish","https://goearthward.com/crystals-for-stress/","Crystals For Condition","false","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"40721","crystals-for-focus","7 Best Crystals for Focus: A Complete Guide","publish","https://goearthward.com/crystals-for-focus/","Crystals For Condition","false","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"40728","crystals-for-emotional-healing","7 Best Crystals for Emotional Healing: A Complete Guide","publish","https://goearthward.com/crystals-for-emotional-healing/","Crystals For Condition","false","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"40742","crystals-for-prosperity","7 Best Crystals for Prosperity: A Complete Guide","publish","https://goearthward.com/crystals-for-prosperity/","Crystals For Condition","false","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"40749","crystals-for-meditation","7 Best Crystals for Meditation: A Complete Guide","publish","https://goearthward.com/crystals-for-meditation/","Crystals For Condition","false","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"40756","crystals-for-abundance","7 Best Crystals for Abundance: A Complete Guide","publish","https://goearthward.com/crystals-for-abundance/","Crystals For Condition","false","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
"40763","crystals-for-confidence","7 Best Crystals for Confidence: A Complete Guide","publish","https://goearthward.com/crystals-for-confidence/","Crystals For Condition","false","0","0","none","dynamic_product_module","true","","","","[products limit=""4"" columns=""4"" orderby=""popularity""]","0"
